images,boxes,minimasks,rpn_match,rpn_bbox,names,embryos,instance_nbs,typicals,labels
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a40.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a40.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a40.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a40.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a40.npy,Nestor_t032_a40,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a65.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a65.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a65.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a65.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a65.npy,Nestor_t032_a65,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a71.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a71.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a71.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a71.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a71.npy,Nestor_t032_a71,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a03.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a03.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a03.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a03.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a03.npy,Nestor_t032_a03,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a50.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a50.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a50.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a50.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a50.npy,Nestor_t032_a50,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a12.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a12.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a12.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a12.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a12.npy,Nestor_t032_a12,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a60.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a60.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a60.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a60.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a60.npy,Nestor_t032_a60,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a25.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a25.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a25.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a25.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a25.npy,Nestor_t032_a25,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a30.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a30.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a30.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a30.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a30.npy,Nestor_t032_a30,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t032_a64.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t032_a64.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t032_a64.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t032_a64.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t032_a64.npy,Nestor_t032_a64,Nestor,112.0,40.57578920520826,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a54.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a54.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a54.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a54.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a54.npy,Carl_t050_a54,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a65.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a65.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a65.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a65.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a65.npy,Carl_t050_a65,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a22.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a22.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a22.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a22.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a22.npy,Carl_t050_a22,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a05.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a05.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a05.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a05.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a05.npy,Carl_t050_a05,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a13.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a13.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a13.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a13.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a13.npy,Carl_t050_a13,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a51.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a51.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a51.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a51.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a51.npy,Carl_t050_a51,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a35.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a35.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a35.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a35.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a35.npy,Carl_t050_a35,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a50.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a50.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a50.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a50.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a50.npy,Carl_t050_a50,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a72.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a72.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a72.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a72.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a72.npy,Carl_t050_a72,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a75.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a75.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a75.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a75.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a75.npy,Carl_t050_a75,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a62.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a62.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a62.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a62.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a62.npy,Carl_t050_a62,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t050_a01.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t050_a01.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t050_a01.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t050_a01.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t050_a01.npy,Carl_t050_a01,Carl,115.0,38.75256494061423,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a11.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a11.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a11.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a11.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a11.npy,Eminie_t044_a11,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a13.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a13.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a13.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a13.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a13.npy,Eminie_t044_a13,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a70.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a70.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a70.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a70.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a70.npy,Eminie_t044_a70,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a31.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a31.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a31.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a31.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a31.npy,Eminie_t044_a31,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a55.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a55.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a55.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a55.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a55.npy,Eminie_t044_a55,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a71.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a71.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a71.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a71.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a71.npy,Eminie_t044_a71,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a50.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a50.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a50.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a50.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a50.npy,Eminie_t044_a50,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a45.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a45.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a45.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a45.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a45.npy,Eminie_t044_a45,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a25.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a25.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a25.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a25.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a25.npy,Eminie_t044_a25,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a01.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a01.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a01.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a01.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a01.npy,Eminie_t044_a01,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a60.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a60.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a60.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a60.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a60.npy,Eminie_t044_a60,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t044_a32.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t044_a32.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t044_a32.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t044_a32.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t044_a32.npy,Eminie_t044_a32,Eminie,128.0,34.34032897674173,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a50.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a50.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a50.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a50.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a50.npy,Gildas_t062_a50,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a24.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a24.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a24.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a24.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a24.npy,Gildas_t062_a24,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a12.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a12.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a12.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a12.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a12.npy,Gildas_t062_a12,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a25.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a25.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a25.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a25.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a25.npy,Gildas_t062_a25,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a22.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a22.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a22.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a22.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a22.npy,Gildas_t062_a22,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a45.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a45.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a45.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a45.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a45.npy,Gildas_t062_a45,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a14.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a14.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a14.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a14.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a14.npy,Gildas_t062_a14,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a51.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a51.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a51.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a51.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a51.npy,Gildas_t062_a51,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a02.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a02.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a02.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a02.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a02.npy,Gildas_t062_a02,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a71.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a71.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a71.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a71.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a71.npy,Gildas_t062_a71,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a73.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a73.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a73.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a73.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a73.npy,Gildas_t062_a73,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Gildas_t062_a33.tiff,/data/icar/gdavid/Embryo3D/boxes/Gildas_t062_a33.dat,/data/icar/gdavid/Embryo3D/minimasks/Gildas_t062_a33.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Gildas_t062_a33.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Gildas_t062_a33.npy,Gildas_t062_a33,Gildas,183.0,33.32125175449521,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a62.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a62.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a62.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a62.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a62.npy,Eminie_t062_a62,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a74.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a74.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a74.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a74.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a74.npy,Eminie_t062_a74,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a73.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a73.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a73.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a73.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a73.npy,Eminie_t062_a73,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a13.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a13.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a13.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a13.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a13.npy,Eminie_t062_a13,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a44.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a44.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a44.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a44.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a44.npy,Eminie_t062_a44,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a43.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a43.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a43.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a43.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a43.npy,Eminie_t062_a43,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a02.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a02.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a02.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a02.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a02.npy,Eminie_t062_a02,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a03.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a03.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a03.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a03.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a03.npy,Eminie_t062_a03,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a72.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a72.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a72.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a72.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a72.npy,Eminie_t062_a72,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a60.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a60.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a60.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a60.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a60.npy,Eminie_t062_a60,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a15.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a15.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a15.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a15.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a15.npy,Eminie_t062_a15,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t062_a70.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t062_a70.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t062_a70.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t062_a70.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t062_a70.npy,Eminie_t062_a70,Eminie,181.0,30.688360369892614,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t038_a71.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t038_a71.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t038_a71.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t038_a71.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t038_a71.npy,Nestor_t038_a71,Nestor,117.0,38.978521217252656,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t038_a50.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t038_a50.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t038_a50.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t038_a50.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t038_a50.npy,Nestor_t038_a50,Nestor,117.0,38.978521217252656,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t038_a21.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t038_a21.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t038_a21.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t038_a21.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t038_a21.npy,Nestor_t038_a21,Nestor,117.0,38.978521217252656,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t038_a73.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t038_a73.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t038_a73.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t038_a73.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t038_a73.npy,Nestor_t038_a73,Nestor,117.0,38.978521217252656,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t038_a55.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t038_a55.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t038_a55.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t038_a55.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t038_a55.npy,Nestor_t038_a55,Nestor,117.0,38.978521217252656,0.0
/data/icar/gdavid/Embryo3D/images/Nestor_t038_a54.tiff,/data/icar/gdavid/Embryo3D/boxes/Nestor_t038_a54.dat,/data/icar/gdavid/Embryo3D/minimasks/Nestor_t038_a54.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Nestor_t038_a54.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Nestor_t038_a54.npy,Nestor_t038_a54,Nestor,117.0,38.978521217252656,0.0
